dynamicColors	mergedColors
FAM159A	turquoise	turquoise
FAM160A1	turquoise	turquoise
FAM160A2	green	green
FAM160B1	greenyellow	greenyellow
FAM160B2	blue	blue
FAM161A	tan	brown
FAM161B	purple	purple
FAM162A	yellow	green
FAM167B	grey	grey
FAM168A	blue	blue
FAM168B	green	green
FAM169A	green	green
FAM171A1	brown	brown
FAM172A	tan	brown
FAM172BP	greenyellow	greenyellow
FAM173A	turquoise	turquoise
FAM173B	brown	brown
FAM174A	green	green
FAM174B	grey	grey
FAM175A	brown	brown
FAM175B	black	black
FAM177A1	greenyellow	greenyellow
FAM178A	brown	brown
FAM178B	turquoise	turquoise
FAM179A	pink	pink
FAM179B	yellow	green
FAM183B	yellow	green
FAM184A	brown	brown
FAM184B	yellow	green
FAM185A	brown	brown
FAM186B	turquoise	turquoise
FAM188A	black	black
FAM189B	pink	pink
FAM192A	turquoise	turquoise
FAM193A	yellow	green
FAM193B	purple	purple
FAM195A	blue	blue
FAM195B	turquoise	turquoise
FAM196B	brown	brown
FAM198B	grey	grey
FAM199X	black	black
FAM19A1	yellow	green
FAM19A2	grey	grey
FAM200A	grey	grey
FAM200B	tan	brown
FAM201A	turquoise	turquoise
FAM204A	brown	brown
FAM206A	brown	brown
FAM207A	turquoise	turquoise
FAM208A	tan	brown
FAM208B	magenta	magenta
FAM209A	black	black
FAM209B	black	black
FAM20A	green	green
FAM20B	turquoise	turquoise
FAM210A	greenyellow	greenyellow
FAM210B	pink	pink
FAM212A	grey	grey
FAM212B	blue	blue
FAM213A	brown	brown
FAM213B	turquoise	turquoise
FAM214A	magenta	magenta
FAM214B	turquoise	turquoise
FAM215A	blue	blue
FAM216A	turquoise	turquoise
FAM217B	brown	brown
FAM21A	red	blue
FAM21C	magenta	magenta
FAM24B	yellow	green
FAM26F	yellow	green
FAM32A	red	blue
FAM35A	cyan	cyan
FAM3A	blue	blue
FAM3C	pink	pink
FAM41C	tan	brown
FAM43A	blue	blue
FAM45B	grey	grey
FAM46A	yellow	green
FAM46C	greenyellow	greenyellow
FAM49A	grey	grey
FAM49B	tan	brown
FAM50A	turquoise	turquoise
FAM50B	turquoise	turquoise
FAM53A	turquoise	turquoise
FAM53B	blue	blue
FAM53C	yellow	green
FAM57A	grey	grey
FAM58A	pink	pink
FAM60A	green	green
FAM63A	brown	brown
FAM63B	turquoise	turquoise
FAM64A	blue	blue
FAM65A	blue	blue
FAM65B	turquoise	turquoise
FAM65C	purple	purple
FAM66B	blue	blue
FAM66C	turquoise	turquoise
FAM66D	yellow	green
FAM69A	turquoise	turquoise
FAM69B	grey	grey
FAM71E1	blue	blue
FAM73A	magenta	magenta
FAM73B	salmon	purple
FAM76A	black	black
FAM76B	black	black
FAM78A	turquoise	turquoise
FAM81B	tan	brown
FAM83D	greenyellow	greenyellow
FAM83G	turquoise	turquoise
FAM83H	grey	grey
FAM84B	black	black
FAM86B1	turquoise	turquoise
FAM86C1	turquoise	turquoise
FAM86C2P	turquoise	turquoise
FAM86DP	turquoise	turquoise
FAM86EP	turquoise	turquoise
FAM86FP	turquoise	turquoise
FAM86HP	turquoise	turquoise
FAM89A	grey	grey
FAM89B	midnightblue	black
FAM8A1	black	black
FAM91A1	green	green
FAM92A1	grey	grey
FAM96A	turquoise	turquoise
FAM96B	yellow	green
FAM98A	green	green
FAM98B	magenta	magenta
FAM98C	blue	blue
FAN1	brown	brown
FANCA	blue	blue
FANCB	blue	blue
FANCC	grey	grey
FANCD2	blue	blue
FANCE	green	green
FANCF	turquoise	turquoise
FANCG	turquoise	turquoise
FANCI	purple	purple
FANCL	brown	brown
FANCM	black	black
FANK1	turquoise	turquoise
FAR1	green	green
FAR2	turquoise	turquoise
FARP1	green	green
FARP2	blue	blue
FARS2	turquoise	turquoise
FARSA	turquoise	turquoise
FARSB	turquoise	turquoise
FAS	midnightblue	black
FAS-AS1	green	green
FASLG	grey	grey
FASN	greenyellow	greenyellow
FASTK	pink	pink
FASTKD1	brown	brown
FASTKD2	magenta	magenta
FASTKD3	black	black
FASTKD5	black	black
FAT2	turquoise	turquoise
FAT3	purple	purple
FAU	cyan	cyan
FBF1	turquoise	turquoise
FBL	red	blue
FBLIM1	purple	purple
FBLN1	grey	grey
FBLN5	brown	brown
FBLN7	red	blue
FBP1	turquoise	turquoise
FBRS	green	green
FBRSL1	grey	grey
FBXL12	yellow	green
FBXL13	grey	grey
FBXL14	pink	pink
FBXL15	blue	blue
FBXL16	black	black
FBXL17	brown	brown
FBXL18	purple	purple
FBXL19	cyan	cyan
FBXL19-AS1	salmon	purple
FBXL2	green	green
FBXL20	salmon	purple
FBXL22	grey	grey
FBXL3	green	green
FBXL4	brown	brown
FBXL5	midnightblue	black
FBXL6	midnightblue	black
FBXL8	turquoise	turquoise
FBXO10	pink	pink
FBXO11	midnightblue	black
FBXO15	black	black
FBXO17	green	green
FBXO18	turquoise	turquoise
FBXO2	turquoise	turquoise
FBXO21	yellow	green
FBXO22	turquoise	turquoise
FBXO24	blue	blue
FBXO25	grey	grey
FBXO27	purple	purple
FBXO28	black	black
FBXO3	black	black
FBXO30	magenta	magenta
FBXO31	red	blue
FBXO32	magenta	magenta
FBXO33	greenyellow	greenyellow
FBXO34	yellow	green
FBXO36	brown	brown
FBXO38	turquoise	turquoise
FBXO4	turquoise	turquoise
FBXO40	grey	grey
FBXO41	blue	blue
FBXO42	yellow	green
FBXO44	blue	blue
FBXO45	turquoise	turquoise
FBXO46	yellow	green
FBXO48	turquoise	turquoise
FBXO5	midnightblue	black
FBXO6	blue	blue
FBXO7	yellow	green
FBXO8	black	black
FBXO9	red	blue
FBXW11	yellow	green
FBXW2	magenta	magenta
FBXW4	purple	purple
FBXW4P1	magenta	magenta
FBXW5	turquoise	turquoise
FBXW7	green	green
FBXW8	turquoise	turquoise
FBXW9	turquoise	turquoise
FCAR	purple	purple
FCER1G	grey	grey
FCF1	tan	brown
FCGBP	grey	grey
FCGR2A	grey	grey
FCGR2B	grey	grey
FCGR3A	grey	grey
FCGRT	blue	blue
FCHO1	turquoise	turquoise
FCHO2	brown	brown
FCHSD1	blue	blue
FCHSD2	brown	brown
FCN1	grey	grey
FCRL1	grey	grey
FCRL3	turquoise	turquoise
FCRL6	brown	brown
FCRLB	green	green
FDFT1	red	blue
FDPS	turquoise	turquoise
FDX1	yellow	green
FDX1L	turquoise	turquoise
FDXACB1	grey	grey
FDXR	turquoise	turquoise
FECH	blue	blue
FEM1A	yellow	green
FEM1B	green	green
FEM1C	green	green
FEN1	yellow	green
FER	cyan	cyan
FER1L4	purple	purple
FERMT2	grey	grey
FERMT3	turquoise	turquoise
FES	grey	grey
FEZ1	green	green
FEZ2	tan	brown
FFAR2	grey	grey
FFAR3	greenyellow	greenyellow
FGB	green	green
FGD1	red	blue
FGD2	grey	grey
FGD3	turquoise	turquoise
FGD4	grey	grey
FGD5-AS1	blue	blue
FGD6	red	blue
FGF11	black	black
FGF5	green	green
FGF9	red	blue
FGFBP2	cyan	cyan
FGFBP3	pink	pink
FGFR1	pink	pink
FGFR1OP	magenta	magenta
FGFR1OP2	midnightblue	black
FGFR2	turquoise	turquoise
FGFRL1	salmon	purple
FGGY	blue	blue
FGL2	grey	grey
FGR	grey	grey
FH	turquoise	turquoise
FHAD1	yellow	green
FHDC1	purple	purple
FHIT	grey	grey
FHL1	grey	grey
FHL2	blue	blue
FHL3	grey	grey
FHOD1	purple	purple
FHOD3	turquoise	turquoise
FIBP	blue	blue
FICD	red	blue
FIG4	brown	brown
FIGNL1	black	black
FIGNL2	pink	pink
FILIP1L	greenyellow	greenyellow
FIP1L1	purple	purple
FIS1	turquoise	turquoise
FITM1	grey	grey
FITM2	turquoise	turquoise
FIZ1	turquoise	turquoise
FKBP11	yellow	green
FKBP14	purple	purple
FKBP15	turquoise	turquoise
FKBP1A	turquoise	turquoise
FKBP1B	blue	blue
FKBP2	turquoise	turquoise
FKBP3	brown	brown
FKBP4	turquoise	turquoise
FKBP5	turquoise	turquoise
FKBP6	grey	grey
FKBP7	turquoise	turquoise
FKBP8	pink	pink
FKBP9	purple	purple
FKBPL	grey	grey
FKRP	blue	blue
FKTN	brown	brown
FLAD1	blue	blue
FLCN	blue	blue
FLG2	green	green
FLI1	brown	brown
FLII	turquoise	turquoise
FLJ12825	grey	grey
FLJ13224	grey	grey
FLJ20021	blue	blue
FLJ21408	grey	grey
FLJ22447	magenta	magenta
FLJ26850	green	green
FLJ27354	blue	blue
FLJ31662	magenta	magenta
FLJ33360	grey	grey
FLJ37035	cyan	cyan
FLJ37453	red	blue
FLJ38576	grey	grey
FLJ41941	yellow	green
FLJ42102	green	green
FLJ42393	salmon	purple
FLJ43681	purple	purple
FLJ43879	grey	grey
FLJ45079	green	green
FLNA	pink	pink
FLNB	salmon	purple
FLOT1	turquoise	turquoise
FLOT2	turquoise	turquoise
FLT1	green	green
FLT3LG	turquoise	turquoise
FLT4	salmon	purple
FLVCR1	magenta	magenta
FLVCR1-AS1	brown	brown
FLVCR2	turquoise	turquoise
FLYWCH1	purple	purple
FLYWCH2	turquoise	turquoise
FMN1	grey	grey
FMNL1	greenyellow	greenyellow
FMNL2	grey	grey
FMNL3	turquoise	turquoise
FMO4	brown	brown
FMO5	brown	brown
FMR1	magenta	magenta
FMR1-AS1	green	green
FN1	brown	brown
FN3K	grey	grey
FN3KRP	blue	blue
FNBP1	pink	pink
FNBP1L	grey	grey
FNBP4	green	green
FNDC3A	purple	purple
FNDC3B	blue	blue
FNDC7	turquoise	turquoise
FNDC8	grey	grey
FNDC9	magenta	magenta
FNIP1	magenta	magenta
FNIP2	turquoise	turquoise
FNTA	pink	pink
FNTB	turquoise	turquoise
FOPNL	blue	blue
FOS	greenyellow	greenyellow
FOSB	grey	grey
FOSL2	greenyellow	greenyellow
FOXB1	grey	grey
FOXD2	grey	grey
FOXJ2	green	green
FOXJ3	magenta	magenta
FOXK1	salmon	purple
FOXK2	blue	blue
FOXM1	purple	purple
FOXN2	black	black
FOXN3	salmon	purple
FOXO1	greenyellow	greenyellow
FOXO3	green	green
FOXO3B	yellow	green
FOXO4	purple	purple
FOXP1	green	green
FOXP3	turquoise	turquoise
FOXP4	yellow	green
FOXRED1	blue	blue
FOXRED2	red	blue
FPGS	turquoise	turquoise
FPGT	green	green
FPR1	grey	grey
FRA10AC1	brown	brown
FRAT1	greenyellow	greenyellow
FRAT2	blue	blue
FREM2	grey	grey
FREM3	magenta	magenta
FRG1	black	black
FRG1B	grey	grey
FRMD3	grey	grey
FRMD4A	blue	blue
FRMD4B	turquoise	turquoise
FRMD5	cyan	cyan
FRMD6	blue	blue
FRMD6-AS1	cyan	cyan
FRMD8	blue	blue
FRRS1	purple	purple
FRS2	black	black
FRS3	pink	pink
FRY	grey	grey
FRYL	brown	brown
FSCN1	greenyellow	greenyellow
FSD1	turquoise	turquoise
FSD1L	green	green
FSD2	grey	grey
FSIP1	red	blue
FSIP2	cyan	cyan
FST	grey	grey
FSTL3	turquoise	turquoise
FTH1	greenyellow	greenyellow
FTH1P3	green	green
FTL	red	blue
FTO	turquoise	turquoise
FTSJ1	turquoise	turquoise
FTSJ2	blue	blue
FTSJ3	blue	blue
FTX	purple	purple
FUBP1	yellow	green
FUBP3	pink	pink
FUCA1	turquoise	turquoise
FUCA2	turquoise	turquoise
FUK	turquoise	turquoise
FUNDC1	tan	brown
FUNDC2	red	blue
FURIN	greenyellow	greenyellow
FUS	salmon	purple
FUT1	green	green
FUT10	turquoise	turquoise
FUT11	red	blue
FUT2	purple	purple
FUT4	greenyellow	greenyellow
FUT5	greenyellow	greenyellow
FUT6	blue	blue
FUT7	turquoise	turquoise
FUT8	turquoise	turquoise
FUT9	grey	grey
FUZ	turquoise	turquoise
FXN	blue	blue
FXR1	black	black
FXR2	yellow	green
FXYD1	grey	grey
FXYD5	red	blue
FXYD7	blue	blue
FYB	turquoise	turquoise
FYCO1	purple	purple
FYN	blue	blue
FYTTD1	yellow	green
FZD2	purple	purple
FZD3	turquoise	turquoise
FZD4	magenta	magenta
FZD5	grey	grey
FZD6	yellow	green
FZR1	pink	pink
G0S2	brown	brown
G2E3	magenta	magenta
G3BP1	turquoise	turquoise
G3BP2	black	black
G6PC3	turquoise	turquoise
G6PD	turquoise	turquoise
GAA	turquoise	turquoise
GAB2	yellow	green
GAB3	brown	brown
GABARAP	red	blue
GABARAPL1	greenyellow	greenyellow
GABARAPL2	tan	brown
GABBR1	blue	blue
GABPA	midnightblue	black
GABPB1	black	black
GABPB2	turquoise	turquoise
GADD45A	greenyellow	greenyellow
GADD45B	greenyellow	greenyellow
GADD45G	greenyellow	greenyellow
GADD45GIP1	red	blue
GAK	salmon	purple
GAL3ST4	turquoise	turquoise
GALC	grey	grey
GALE	turquoise	turquoise
GALK1	brown	brown
GALK2	brown	brown
GALM	turquoise	turquoise
GALNS	turquoise	turquoise
GALNT1	pink	pink
GALNT10	pink	pink
GALNT11	turquoise	turquoise
GALNT12	pink	pink
GALNT2	turquoise	turquoise
GALNT3	green	green
GALNT4	grey	grey
GALNT6	blue	blue
GALNT7	brown	brown
GALNT9	grey	grey
GALR2	greenyellow	greenyellow
GALT	turquoise	turquoise
GAMT	turquoise	turquoise
GAN	green	green
GANAB	turquoise	turquoise
GANC	turquoise	turquoise
GAPDH	red	blue
GAPDHS	blue	blue
GAPVD1	black	black
GAR1	black	black
GARNL3	turquoise	turquoise
GARS	yellow	green
GART	turquoise	turquoise
GAS2	turquoise	turquoise
GAS2L1	grey	grey
GAS5	cyan	cyan
GAS6	turquoise	turquoise
GAS7	blue	blue
GAS8	blue	blue
GATA3	yellow	green
GATAD1	turquoise	turquoise
GATAD2A	yellow	green
GATAD2B	turquoise	turquoise
GATC	red	blue
GATS	turquoise	turquoise
GATSL3	yellow	green
GBA	turquoise	turquoise
GBA2	yellow	green
GBAP1	turquoise	turquoise
GBAS	yellow	green
GBE1	brown	brown
GBF1	salmon	purple
GBGT1	grey	grey
GBP1	brown	brown
GBP1P1	grey	grey
GBP2	red	blue
GBP3	turquoise	turquoise
GBP4	brown	brown
GBP5	turquoise	turquoise
GBP6	blue	blue
GBP7	grey	grey
GCA	brown	brown
GCAT	grey	grey
GCC1	green	green
GCC2	midnightblue	black
GCDH	turquoise	turquoise
GCFC2	tan	brown
GCH1	pink	pink
GCHFR	red	blue
GCK	grey	grey
GCLC	grey	grey
GCLM	brown	brown
GCM1	green	green
GCN1L1	yellow	green
GCNT1	brown	brown
GCNT2	grey	grey
GCNT4	magenta	magenta
GCNT7	greenyellow	greenyellow
GCSH	brown	brown
GDAP1	turquoise	turquoise
GDAP2	magenta	magenta
GDE1	yellow	green
GDF10	grey	grey
GDF11	green	green
GDF9	green	green
GDI1	pink	pink
GDI2	brown	brown
GDPD1	turquoise	turquoise
GDPD3	grey	grey
GDPD5	pink	pink
GEM	greenyellow	greenyellow
GEMIN2	black	black
GEMIN4	red	blue
GEMIN5	blue	blue
GEMIN6	blue	blue
GEMIN7	red	blue
GEMIN8	red	blue
GEN1	magenta	magenta
GET4	yellow	green
GFER	pink	pink
GFI1	pink	pink
GFM1	midnightblue	black
GFM2	magenta	magenta
GFOD1	pink	pink
GFOD2	blue	blue
GFPT1	black	black
GFPT2	grey	grey
GGA1	blue	blue
GGA2	red	blue
GGA3	yellow	green
GGCT	brown	brown
GGCX	yellow	green
GGH	turquoise	turquoise
GGNBP2	black	black
GGPS1	tan	brown
GGT1	blue	blue
GGT6	yellow	green
GGT7	salmon	purple
GGT8P	grey	grey
GHDC	turquoise	turquoise
GHITM	turquoise	turquoise
GHR	pink	pink
GHRL	blue	blue
GHRLOS	grey	grey
GIGYF1	purple	purple
GIGYF2	salmon	purple
GIMAP1	turquoise	turquoise
GIMAP2	brown	brown
GIMAP4	brown	brown
GIMAP5	turquoise	turquoise
GIMAP6	turquoise	turquoise
GIMAP7	turquoise	turquoise
GIMAP8	brown	brown
GIN1	brown	brown
GINS1	brown	brown
GINS2	turquoise	turquoise
GINS3	grey	grey
GINS4	blue	blue
GIPC1	pink	pink
GIPC2	grey	grey
GIPR	grey	grey
GIT1	turquoise	turquoise
GIT2	red	blue
GJA1	blue	blue
GJB6	grey	grey
GJB7	grey	grey
GJC1	purple	purple
GJD3	grey	grey
GK	tan	brown
GK5	brown	brown
GKAP1	grey	grey
GLA	yellow	green
GLB1	blue	blue
GLB1L	blue	blue
GLB1L2	turquoise	turquoise
GLB1L3	blue	blue
GLCCI1	brown	brown
GLCE	brown	brown
GLDC	grey	grey
GLE1	blue	blue
GLG1	turquoise	turquoise
GLI1	greenyellow	greenyellow
GLI4	pink	pink
GLIPR1	turquoise	turquoise
GLIPR1L2	grey	grey
GLIPR2	turquoise	turquoise
GLIS3	grey	grey
GLMN	magenta	magenta
GLO1	black	black
GLOD4	blue	blue
GLRX	brown	brown
GLRX2	tan	brown
GLRX3	brown	brown
GLRX5	black	black
GLS	magenta	magenta
GLS2	greenyellow	greenyellow
GLT8D1	brown	brown
GLT8D2	grey	grey
GLTP	yellow	green
GLTSCR1	purple	purple
GLTSCR2	pink	pink
GLUD1	red	blue
GLUD2	grey	grey
GLUL	greenyellow	greenyellow
GLYCTK	salmon	purple
GLYR1	salmon	purple
GM2A	turquoise	turquoise
GMCL1	brown	brown
GMCL1P1	grey	grey
GMDS	blue	blue
GMEB1	blue	blue
GMEB2	yellow	green
GMFB	black	black
GMFG	blue	blue
GMIP	turquoise	turquoise
GMNN	black	black
GMPPA	turquoise	turquoise
GMPPB	blue	blue
GMPR	grey	grey
GMPR2	turquoise	turquoise
GMPS	tan	brown
GNA12	pink	pink
GNA13	turquoise	turquoise
GNA15	yellow	green
GNAI2	turquoise	turquoise
GNAI3	midnightblue	black
GNAL	purple	purple
GNAO1	red	blue
GNAQ	grey	grey
GNAS	yellow	green
GNAT2	blue	blue
GNB1	turquoise	turquoise
GNB1L	turquoise	turquoise
GNB2	pink	pink
GNB2L1	cyan	cyan
GNB4	green	green
GNB5	blue	blue
GNE	yellow	green
GNG10	blue	blue
GNG11	grey	grey
GNG2	grey	grey
GNG4	green	green
GNG5	brown	brown
GNG7	turquoise	turquoise
GNGT2	turquoise	turquoise
GNL1	red	blue
GNL2	black	black
GNL3	yellow	green
GNL3L	turquoise	turquoise
GNLY	grey	grey
GNMT	green	green
GNPAT	turquoise	turquoise
GNPDA1	turquoise	turquoise
GNPDA2	midnightblue	black
GNPNAT1	brown	brown
GNPTAB	tan	brown
GNPTG	turquoise	turquoise
GNRH1	grey	grey
GNRHR	brown	brown
GNRHR2	grey	grey
GNS	brown	brown
GOLGA1	blue	blue
GOLGA2	yellow	green
GOLGA2P5	greenyellow	greenyellow
GOLGA3	salmon	purple
GOLGA4	magenta	magenta
GOLGA5	turquoise	turquoise
GOLGA6C	grey	grey
GOLGA7	red	blue
GOLGA7B	midnightblue	black
GOLGA8A	magenta	magenta
GOLGA8B	magenta	magenta
GOLGA8IP	grey	grey
GOLGB1	magenta	magenta
GOLIM4	grey	grey
GOLM1	magenta	magenta
GOLPH3	red	blue
GOLPH3L	brown	brown
GOLT1B	black	black
GON4L	purple	purple
GOPC	brown	brown
GORAB	green	green
GORASP1	turquoise	turquoise
GORASP2	yellow	green
GOSR1	green	green
GOSR2	blue	blue
GOT1	blue	blue
GOT2	turquoise	turquoise
GP1BA	purple	purple
GP2	grey	grey
GP5	pink	pink
GP6	green	green
GPA33	turquoise	turquoise
GPAA1	blue	blue
GPAM	turquoise	turquoise
GPANK1	red	blue
GPAT2	turquoise	turquoise
GPATCH1	blue	blue
GPATCH2	salmon	purple
GPATCH3	yellow	green
GPATCH4	blue	blue
GPATCH8	yellow	green
GPBAR1	yellow	green
GPBP1	black	black
GPBP1L1	magenta	magenta
GPC1	blue	blue
GPC2	grey	grey
GPC3	turquoise	turquoise
GPCPD1	greenyellow	greenyellow
GPD1L	turquoise	turquoise
GPD2	turquoise	turquoise
GPHN	turquoise	turquoise
GPI	blue	blue
GPKOW	blue	blue
GPLD1	grey	grey
GPM6B	magenta	magenta
GPN1	yellow	green
GPN2	yellow	green
GPN3	brown	brown
GPR1	grey	grey
GPR107	yellow	green
GPR108	turquoise	turquoise
GPR110	grey	grey
GPR113	purple	purple
GPR114	turquoise	turquoise
GPR12	green	green
GPR132	greenyellow	greenyellow
GPR135	pink	pink
GPR137	pink	pink
GPR137B	pink	pink
GPR143	grey	grey
GPR146	blue	blue
GPR15	yellow	green
GPR150	turquoise	turquoise
GPR152	turquoise	turquoise
GPR155	brown	brown
GPR156	grey	grey
GPR157	grey	grey
GPR160	blue	blue
GPR171	brown	brown
GPR174	midnightblue	black
GPR18	greenyellow	greenyellow
GPR180	tan	brown
GPR183	greenyellow	greenyellow
GPR19	grey	grey
GPR22	yellow	green
GPR25	turquoise	turquoise
GPR3	yellow	green
GPR34	turquoise	turquoise
GPR35	greenyellow	greenyellow
GPR37L1	blue	blue
GPR52	grey	grey
GPR55	red	blue
GPR56	cyan	cyan
GPR61	grey	grey
GPR63	grey	grey
GPR64	grey	grey
GPR65	greenyellow	greenyellow
GPR68	greenyellow	greenyellow
GPR75	red	blue
GPR82	purple	purple
GPR83	grey	grey
GPR89A	midnightblue	black
GPR89B	yellow	green
GPRASP1	magenta	magenta
GPRC5B	brown	brown
GPRIN1	grey	grey
GPRIN3	green	green
GPS1	turquoise	turquoise
GPS2	red	blue
GPSM1	magenta	magenta
GPSM2	grey	grey
GPSM3	pink	pink
GPT2	grey	grey
GPX1	turquoise	turquoise
GPX2	yellow	green
GPX3	yellow	green
GPX4	turquoise	turquoise
GPX7	turquoise	turquoise
GPX8	grey	grey
GRAMD1A	pink	pink
GRAMD1B	grey	grey
GRAMD1C	cyan	cyan
GRAMD3	black	black
GRAMD4	grey	grey
GRAP	turquoise	turquoise
GRAP2	turquoise	turquoise
GRAPL	turquoise	turquoise
GRASP	greenyellow	greenyellow
GRB10	turquoise	turquoise
GRB2	red	blue
GREB1	magenta	magenta
GREB1L	grey	grey
GREM2	black	black
GRHPR	turquoise	turquoise
GRIA3	grey	grey
GRIK1	grey	grey
GRIN2C	turquoise	turquoise
GRIN3A	grey	grey
GRINA	pink	pink
GRIP1	greenyellow	greenyellow
GRIP2	grey	grey
GRIPAP1	salmon	purple
GRK4	grey	grey
GRK5	yellow	green
GRK6	pink	pink
GRK7	black	black
GRM2	green	green
GRM3	grey	grey
GRM6	grey	grey
GRN	turquoise	turquoise
GRPEL1	yellow	green
GRPEL2	midnightblue	black
GRSF1	tan	brown
GRTP1	grey	grey
GRWD1	yellow	green
GSDMA	blue	blue
GSDMB	turquoise	turquoise
GSDMC	purple	purple
GSDMD	turquoise	turquoise
GSG1	magenta	magenta
GSG2	grey	grey
GSK3A	green	green
GSK3B	purple	purple
GSN	pink	pink
GSPT1	greenyellow	greenyellow
GSPT2	turquoise	turquoise
GSR	turquoise	turquoise
GSS	turquoise	turquoise
GSTA4	turquoise	turquoise
GSTCD	purple	purple
GSTK1	blue	blue
GSTM1	grey	grey
GSTM2	blue	blue
GSTM3	blue	blue
GSTM4	cyan	cyan
GSTO1	turquoise	turquoise
GSTO2	grey	grey
GSTP1	pink	pink
GSTTP2	yellow	green
GSTZ1	turquoise	turquoise
GTDC1	blue	blue
GTF2A1	turquoise	turquoise
GTF2A2	midnightblue	black
GTF2B	green	green
GTF2E1	grey	grey
GTF2E2	pink	pink
GTF2F1	red	blue
GTF2F2	black	black
GTF2H1	brown	brown
GTF2H2	salmon	purple
GTF2H2B	brown	brown
GTF2H2C	brown	brown
GTF2H3	turquoise	turquoise
GTF2H4	turquoise	turquoise
GTF2H5	brown	brown
GTF2I	blue	blue
GTF2IRD1	turquoise	turquoise
GTF2IRD2	blue	blue
GTF2IRD2B	blue	blue
GTF3A	yellow	green
GTF3C1	yellow	green
GTF3C2	salmon	purple
GTF3C3	magenta	magenta
GTF3C4	green	green
GTF3C5	yellow	green
GTF3C6	tan	brown
GTPBP1	yellow	green
GTPBP10	brown	brown
GTPBP2	turquoise	turquoise
GTPBP3	salmon	purple
GTPBP4	green	green
GTPBP8	black	black
GTSE1	grey	grey
GTSF1	brown	brown
GUCA1B	green	green
GUCY1B2	grey	grey
GUF1	magenta	magenta
GUK1	red	blue
GUSB	yellow	green
GUSBP1	turquoise	turquoise
GUSBP11	salmon	purple
GUSBP2	turquoise	turquoise
GUSBP3	turquoise	turquoise
GUSBP4	red	blue
GUSBP5	turquoise	turquoise
GVINP1	brown	brown
GXYLT1	magenta	magenta
GYG1	black	black
GYLTL1B	turquoise	turquoise
GYPC	cyan	cyan
GYPE	grey	grey
GYS1	turquoise	turquoise
GYS2	grey	grey
GZF1	greenyellow	greenyellow
GZMA	brown	brown
GZMB	grey	grey
GZMH	grey	grey
GZMK	turquoise	turquoise
GZMM	blue	blue
H1F0	black	black
H1FX	pink	pink
H1FX-AS1	grey	grey
H2AFJ	red	blue
H2AFV	yellow	green
H2AFX	grey	grey
H2AFY	pink	pink
H2AFY2	turquoise	turquoise
H2AFZ	midnightblue	black
H3F3B	grey	grey
H3F3C	grey	grey
H6PD	turquoise	turquoise
HABP4	brown	brown
HACE1	tan	brown
HACL1	salmon	purple
HADH	turquoise	turquoise
HADHA	blue	blue
HADHB	turquoise	turquoise
HAGH	turquoise	turquoise
HAGHL	turquoise	turquoise
HAL	grey	grey
HAPLN3	red	blue
HAR1A	turquoise	turquoise
HAR1B	grey	grey
HARBI1	black	black
HARS	blue	blue
HARS2	red	blue
HAS3	purple	purple
HAT1	midnightblue	black
HAUS1	brown	brown
HAUS2	black	black
HAUS3	black	black
HAUS4	turquoise	turquoise
HAUS5	salmon	purple
HAUS6	black	black
HAUS7	turquoise	turquoise
HAUS8	green	green
HAVCR1	purple	purple
HAVCR2	grey	grey
HAX1	turquoise	turquoise
HBB	grey	grey
HBEGF	turquoise	turquoise
HBP1	black	black
HBS1L	black	black
HCAR1	yellow	green
HCCS	yellow	green
HCFC1	salmon	purple
HCFC1R1	turquoise	turquoise
HCFC2	black	black
HCG11	brown	brown
HCG18	brown	brown
HCG22	magenta	magenta
HCG25	blue	blue
HCG27	blue	blue
HCG4	green	green
HCG4B	grey	grey
HCK	turquoise	turquoise
HCLS1	turquoise	turquoise
HCN3	brown	brown
HCP5	turquoise	turquoise
HCST	turquoise	turquoise
HDAC1	turquoise	turquoise
HDAC10	pink	pink
HDAC11	turquoise	turquoise
HDAC2	brown	brown
HDAC3	red	blue
HDAC4	salmon	purple
HDAC5	turquoise	turquoise
HDAC6	salmon	purple
HDAC7	pink	pink
HDAC8	turquoise	turquoise
HDAC9	turquoise	turquoise
HDDC2	turquoise	turquoise
HDDC3	turquoise	turquoise
HDGF	pink	pink
HDGFRP2	turquoise	turquoise
HDGFRP3	turquoise	turquoise
HDHD1	brown	brown
HDHD2	brown	brown
HDHD3	turquoise	turquoise
HDLBP	turquoise	turquoise
HDX	turquoise	turquoise
HEATR1	magenta	magenta
HEATR3	grey	grey
HEATR4	turquoise	turquoise
HEATR5A	turquoise	turquoise
HEATR5B	turquoise	turquoise
HEATR6	green	green
HEBP1	turquoise	turquoise
HEBP2	turquoise	turquoise
HECA	magenta	magenta
HECTD1	magenta	magenta
HECTD2	midnightblue	black
HECTD3	salmon	purple
HECW2	grey	grey
HEG1	green	green
HELB	brown	brown
HELLS	black	black
HELQ	tan	brown
HELZ	magenta	magenta
HEMGN	greenyellow	greenyellow
HEMK1	turquoise	turquoise
HENMT1	turquoise	turquoise
HERC1	green	green
HERC2	blue	blue
HERC2P2	brown	brown
HERC2P3	grey	grey
HERC2P7	turquoise	turquoise
HERC2P9	purple	purple
HERC3	turquoise	turquoise
HERC4	brown	brown
HERC5	turquoise	turquoise
HERC6	turquoise	turquoise
HERPUD1	yellow	green
HERPUD2	yellow	green
